trading_date,open,last,high,low,prev_close,volume,total_turnover,limit_up,limit_down,a1,a2,a3,a4,a5,b1,b2,b3,b4,b5,a1_v,a2_v,a3_v,a4_v,a5_v,b1_v,b2_v,b3_v,b4_v,b5_v,change_rate,num_trades
2022/11/2,13.65,13.62,13.66,13.6,13.86,3057300,41665085,15.25,12.47,13.63,13.64,13.65,13.66,13.67,13.62,13.61,13.6,13.59,13.58,2400,18600,16952,6600,33900,10900,94100,112200,142300,104700,-0.017316017,2767
2022/11/2,13.65,13.63,13.66,13.6,13.86,3087800,42080756,15.25,12.47,13.64,13.65,13.66,13.67,13.68,13.63,13.62,13.61,13.6,13.59,18600,16952,7100,33900,12500,5500,95100,94800,112100,140500,-0.016594517,2809
2022/11/2,13.65,13.63,13.66,13.6,13.86,3115800,42462414,15.25,12.47,13.64,13.65,13.66,13.67,13.68,13.63,13.62,13.61,13.6,13.59,18300,16952,7100,33900,12500,31300,96500,108900,111200,140500,-0.016594517,2844
2022/11/2,13.65,13.65,13.66,13.6,13.86,3164600,43127716,15.25,12.47,13.65,13.66,13.67,13.68,13.69,13.64,13.63,13.62,13.61,13.6,16652,7100,30300,12500,48000,15300,32700,117600,123400,104400,-0.015151515,2889
2022/11/2,13.65,13.63,13.66,13.6,13.86,3209200,43736051,15.25,12.47,13.65,13.66,13.67,13.68,13.69,13.63,13.62,13.61,13.6,13.59,16552,7100,30300,12500,48000,37900,120400,127400,107400,139000,-0.016594517,2919
2022/11/2,13.65,13.65,13.66,13.6,13.86,3242352,44188355,15.25,12.47,13.66,13.67,13.68,13.69,13.7,13.65,13.64,13.63,13.62,13.61,9500,30300,12500,45000,78600,148,3000,40900,121000,121600,-0.015151515,2966
2022/11/2,13.65,13.66,13.66,13.6,13.86,3258452,44408135,15.25,12.47,13.66,13.67,13.68,13.69,13.7,13.65,13.64,13.63,13.62,13.61,7500,31500,12500,45000,78600,5600,8648,55800,123900,104700,-0.014430014,2983
2022/11/2,13.65,13.65,13.66,13.6,13.86,3276952,44660671,15.25,12.47,13.66,13.67,13.68,13.69,13.7,13.65,13.64,13.63,13.62,13.61,5100,31500,12500,45000,79400,8700,10048,72100,126000,108100,-0.015151515,3003
2022/11/2,13.65,13.66,13.66,13.6,13.86,3321852,45273621,15.25,12.47,13.66,13.67,13.68,13.69,13.7,13.65,13.64,13.63,13.62,13.61,17000,28100,12500,45000,79400,2900,13848,78300,118300,110200,-0.014430014,3084
2022/11/2,13.65,13.65,13.66,13.6,13.86,3349052,45644771,15.25,12.47,13.65,13.66,13.67,13.68,13.69,13.64,13.63,13.62,13.61,13.6,1500,50800,29000,12500,45000,5048,79200,115500,111100,131400,-0.015151515,3137
2022/11/2,13.65,13.65,13.66,13.6,13.86,3392252,46234454,15.25,12.47,13.65,13.66,13.67,13.68,13.69,13.64,13.63,13.62,13.61,13.6,2300,50200,29000,12500,50000,5148,85400,114500,111600,129900,-0.015151515,3197
2022/11/2,13.65,13.65,13.66,13.6,13.86,3423652,46663040,15.25,12.47,13.65,13.66,13.67,13.68,13.69,13.64,13.63,13.62,13.61,13.6,13000,51300,27800,12500,50000,14448,91600,115500,112000,130900,-0.015151515,3239
2022/11/2,13.65,13.66,13.66,13.6,13.86,3448852,47007056,15.25,12.47,13.66,13.67,13.68,13.69,13.7,13.65,13.64,13.63,13.62,13.61,47900,27800,12500,50000,100500,33700,18148,95500,116700,110500,-0.014430014,3264
2022/11/2,13.65,13.66,13.66,13.6,13.86,3481752,47456157,15.25,12.47,13.66,13.67,13.68,13.69,13.7,13.65,13.64,13.63,13.62,13.61,48000,27800,12500,50000,100500,55600,26748,100000,117800,109500,-0.014430014,3289
2022/11/2,13.65,13.66,13.66,13.6,13.86,3504052,47760652,15.25,12.47,13.66,13.67,13.68,13.69,13.7,13.65,13.64,13.63,13.62,13.61,38300,27800,12500,50700,100500,127500,86348,108100,117800,109400,-0.014430014,3308
2022/11/2,13.65,13.67,13.67,13.6,13.86,3549252,48378061,15.25,12.47,13.67,13.68,13.69,13.7,13.71,13.66,13.65,13.64,13.63,13.62,27000,12500,50700,100500,64700,4300,134600,86848,98900,39000,-0.013708514,3348
2022/11/2,13.65,13.66,13.67,13.6,13.86,3580152,48800409,15.25,12.47,13.67,13.68,13.69,13.7,13.71,13.66,13.65,13.64,13.63,13.62,1700,12200,50700,100500,64700,28300,136000,88948,98900,42500,-0.014430014,3377
2022/11/2,13.65,13.68,13.68,13.6,13.86,3616752,49300602,15.25,12.47,13.68,13.69,13.7,13.71,13.72,13.67,13.66,13.65,13.64,13.63,12700,50700,100500,64700,33700,3300,37300,79200,87448,98000,-0.012987013,3407
