trading_date,open,last,high,low,prev_close,volume,total_turnover,limit_up,limit_down,a1,a2,a3,a4,a5,b1,b2,b3,b4,b5,a1_v,a2_v,a3_v,a4_v,a5_v,b1_v,b2_v,b3_v,b4_v,b5_v,change_rate,num_trades
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.68,0.0,0.0,0.0,0.0,14.68,0.0,0.0,0.0,0.0,328451.0,0.0,0.0,0.0,0.0,328451.0,8249.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.65,0.0,0.0,0.0,0.0,14.65,0.0,0.0,0.0,0.0,343651.0,0.0,0.0,0.0,0.0,343651.0,4649.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.65,0.0,0.0,0.0,0.0,14.65,0.0,0.0,0.0,0.0,350500.0,2351.0,0.0,0.0,0.0,350500.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.65,0.0,0.0,0.0,0.0,14.65,0.0,0.0,0.0,0.0,396251.0,0.0,0.0,0.0,0.0,396251.0,2449.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.63,0.0,0.0,0.0,0.0,14.63,0.0,0.0,0.0,0.0,401951.0,0.0,0.0,0.0,0.0,401951.0,11649.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.63,0.0,0.0,0.0,0.0,14.63,0.0,0.0,0.0,0.0,404551.0,0.0,0.0,0.0,0.0,404551.0,10549.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.63,0.0,0.0,0.0,0.0,14.63,0.0,0.0,0.0,0.0,414051.0,0.0,0.0,0.0,0.0,414051.0,11749.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.63,0.0,0.0,0.0,0.0,14.63,0.0,0.0,0.0,0.0,426151.0,0.0,0.0,0.0,0.0,426151.0,3349.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.63,0.0,0.0,0.0,0.0,14.63,0.0,0.0,0.0,0.0,432451.0,0.0,0.0,0.0,0.0,432451.0,49.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.62,0.0,0.0,0.0,0.0,14.62,0.0,0.0,0.0,0.0,442851.0,0.0,0.0,0.0,0.0,442851.0,5349.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.63,0.0,0.0,0.0,0.0,14.63,0.0,0.0,0.0,0.0,446000.0,82351.0,0.0,0.0,0.0,446000.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.62,0.0,0.0,0.0,0.0,14.62,0.0,0.0,0.0,0.0,450151.0,0.0,0.0,0.0,0.0,450151.0,7549.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.62,0.0,0.0,0.0,0.0,14.62,0.0,0.0,0.0,0.0,456951.0,0.0,0.0,0.0,0.0,456951.0,2749.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.62,0.0,0.0,0.0,0.0,14.62,0.0,0.0,0.0,0.0,463751.0,0.0,0.0,0.0,0.0,463751.0,2649.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.62,0.0,0.0,0.0,0.0,14.62,0.0,0.0,0.0,0.0,469000.0,5951.0,0.0,0.0,0.0,469000.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.6,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,482651.0,0.0,0.0,0.0,0.0,482651.0,20949.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.6,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,495251.0,0.0,0.0,0.0,0.0,495251.0,14249.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.61,0.0,0.0,0.0,0.0,14.61,0.0,0.0,0.0,0.0,502151.0,0.0,0.0,0.0,0.0,502151.0,1749.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.61,0.0,0.0,0.0,0.0,14.61,0.0,0.0,0.0,0.0,508451.0,0.0,0.0,0.0,0.0,508451.0,2149.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.61,0.0,0.0,0.0,0.0,14.61,0.0,0.0,0.0,0.0,519351.0,0.0,0.0,0.0,0.0,519351.0,5449.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.58,0.0,0.0,0.0,0.0,14.58,0.0,0.0,0.0,0.0,577200.0,11251.0,0.0,0.0,0.0,577200.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.55,0.0,0.0,0.0,0.0,14.55,0.0,0.0,0.0,0.0,638451.0,0.0,0.0,0.0,0.0,638451.0,39049.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.6,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,718851.0,0.0,0.0,0.0,0.0,718851.0,51949.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.6,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,756651.0,0.0,0.0,0.0,0.0,756651.0,43449.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.6,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,771851.0,0.0,0.0,0.0,0.0,771851.0,76749.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.58,0.0,0.0,0.0,0.0,14.58,0.0,0.0,0.0,0.0,873451.0,0.0,0.0,0.0,0.0,873451.0,5949.0,0.0,0.0,0.0,0.0,0.0
2022-03-21,0.0,14.7,0.0,0.0,14.7,0.0,0.0,16.17,13.23,14.6,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,945651.0,0.0,0.0,0.0,0.0,945651.0,168249.0,0.0,0.0,0.0,0.0,0.0
